,wavelength,oxy,deoxy,water,fat,collagen,mel,musp
303,953,6.4215,3.0852,0.399,0.03046,0.051002,79.28,10.741
304,954,6.4129999999999985,3.0465,0.402,0.02852,0.051466,79.003,10.723
305,955,6.4033,3.0078,0.405,0.026660000000000003,0.05193,78.72800000000002,10.706
306,956,6.3937,2.9692,0.408,0.02504,0.052862,78.454,10.688
307,957,6.382999999999999,2.9305,0.411,0.02358,0.053794,78.182,10.67
308,958,6.3723,2.8918,0.414,0.02242,0.054726,77.91,10.653
309,959,6.3616,2.8531,0.417,0.021330000000000002,0.055657999999999985,77.64,10.636
310,960,6.3509,2.8143,0.42,0.02047,0.05659,77.37100000000002,10.618
311,961,6.3401,2.7756,0.423,0.01975,0.057531999999999986,77.10300000000002,10.601
312,962,6.3294,2.737,0.426,0.01917,0.058474,76.837,10.584
313,963,6.3187,2.6948,0.429,0.0186,0.059416,76.571,10.567
314,964,6.308,2.6526,0.4320000000000001,0.018080000000000002,0.060358,76.307,10.55
315,965,6.2952,2.5936,0.435,0.01753,0.0613,76.044,10.533
316,966,6.2823,2.5346,0.438,0.01693,0.062214,75.782,10.515999999999998
317,967,6.2673,2.4757,0.441,0.016390000000000002,0.063128,75.52199999999998,10.499
318,968,6.2523,2.4168,0.444,0.01589,0.064042,75.262,10.482
319,969,6.2373,2.3578,0.447,0.01554,0.064956,75.00399999999998,10.465
320,970,6.2223,2.2989,0.45,0.015280000000000002,0.06587,74.747,10.449000000000002
321,971,6.2073,2.2614,0.45,0.0151,0.06614,74.491,10.432
322,972,6.1923,2.2238,0.45,0.01491,0.06641,74.236,10.415
323,973,6.1774,2.189,0.45,0.01463,0.06667999999999999,73.982,10.399
324,974,6.1624,2.1541,0.45,0.01431,0.06695,73.729,10.382
325,975,6.1442,2.1194,0.45,0.014130000000000002,0.06722,73.47800000000002,10.366
326,976,6.1259,2.0846,0.446,0.01408,0.067264,73.22800000000002,10.35
327,977,6.1045,2.0462,0.442,0.01414,0.067308,72.97800000000002,10.333
328,978,6.0831,2.0078,0.438,0.014209999999999999,0.067352,72.73,10.317
329,979,6.0617,1.9668,0.434,0.014230000000000001,0.067396,72.483,10.300999999999998
330,980,6.0403,1.9259,0.43,0.014169999999999999,0.06744,72.237,10.285
331,981,6.0189,1.885,0.428,0.01407,0.068738,71.992,10.269
